Cell variables for frog model	SF Trinity at Sandy Bar test file		
SFR 1 Sept 2014	Elevation estimated from depth at 9.7 m3/s	Breeder-suitable from RSL 2/12/2015	Has-shelter added from RSL survey 10/22/2014
CellNum	Elevation (m)	Breeder-suitable?	Has-shelter?
4554	148.0019989	0	0
4555	148.0019989	0	0
4556	148.0019989	0	0
4557	148.0019989	0	0
4558	148.0019989	0	0
4559	148.0019989	0	0
4560	148.0019989	0	0
4561	148.0019989	0	0
4562	148.0019989	0	0
4563	148.0019989	0	0
4564	148.0019989	0	0
4565	148.0019989	0	0
4566	148.0019989	0	0
4567	148.0019989	0	0
4568	148.0019989	0	0
4569	148.0019989	0	0
4570	148.0019989	0	0
4571	148.0019989	0	0
4572	148.0019989	0	0
4573	148.0019989	0	0
4574	148.0019989	0	0
4845	148.0019989	0	0
4846	148.0019989	0	0
4847	148.0019989	0	0
4848	148.0019989	0	0
4849	148.0019989	0	0
4850	148.0019989	0	0
4851	148.0019989	0	0
4852	148.0019989	0	0
4853	148.0019989	0	0
4854	148.0019989	0	0
4855	148.0019989	0	0
4856	148.0019989	0	0
4857	148.0019989	0	0
4858	148.0019989	0	0
4859	148.0019989	0	0
4860	148.0019989	0	0
4861	148.0019989	0	0
4862	148.0019989	0	0
4863	148.0019989	0	0
4864	148.0019989	0	0
4865	148.0019989	0	0
4866	148.0019989	0	0
4867	148.0019989	0	0
4868	148.0019989	0	0
4869	148.0019989	0	0
4870	148.0019989	0	0
4871	148.0019989	0	0
4872	148.0019989	0	0
4873	148.0019989	0	0
4874	148.0019989	0	0
4875	148.0019989	0	0
4876	148.0019989	0	0
4877	148.0019989	0	0
4878	148.0019989	0	0
4879	148.0019989	0	0
4880	148.0019989	0	0
4881	148.0019989	0	0
4882	148.0019989	0	0
4883	148.0019989	0	0
4884	148.0019989	0	0
4885	148.0019989	0	0
4886	148.0019989	0	0
4887	148.0019989	0	0
4888	148.0019989	0	0
4889	148.0019989	0	0
4890	148.0019989	0	0
4891	148.0019989	0	0
4892	148.0019989	0	0
4893	148.0019989	0	0
4894	148.0019989	0	0
4895	148.0019989	0	0
4896	147.3016357	0	0
4897	146.2381897	0	0
4898	146.1888886	0	0
4899	146.3420715	0	0
4900	146.2485352	0	0
4901	146.2771606	0	0
4902	146.1414947	0	0
4903	146.6530304	0	0
4904	147.5047302	0	0
4905	148.0019989	0	0
4906	148.0019989	0	0
4907	148.0019989	0	0
4908	147.9918213	0	0
4909	148.0019989	0	0
4910	147.8741303	0	0
4911	147.9277801	0	0
4912	147.6716766	0	0
4913	147.6091156	0	0
4914	147.5803223	0	0
4915	147.7715607	0	0
4916	148.0019989	0	0
4917	148.0019989	0	0
4918	148.0019989	0	0
4919	148.0019989	0	0
4920	148.0019989	0	0
4921	148.0019989	0	0
4922	148.0019989	0	0
4923	148.0019989	0	0
4924	148.0019989	0	0
4925	148.0019989	0	0
4926	148.0019989	0	0
4927	148.0019989	0	0
4928	148.0019989	0	0
4929	148.0019989	0	0
4930	148.0019989	0	0
4931	148.0019989	0	0
4932	148.0019989	0	0
4933	148.0019989	0	0
4934	148.0019989	0	0
4935	148.0019989	0	0
4936	148.0019989	0	0
4937	148.0019989	0	0
4938	148.0019989	0	0
4939	148.0019989	0	0
4940	148.0019989	0	0
4941	148.0019989	0	0
4942	148.0019989	0	0
4943	148.0019989	0	0
4944	148.0019989	0	0
4945	148.0019989	0	0
4946	148.0019989	0	0
4947	148.0019989	0	0
4948	148.0019989	0	0
4949	148.0019989	0	0
4950	148.0019989	0	0
4951	148.0019989	0	0
4952	148.0019989	0	0
4953	148.0019989	0	0
4954	148.0019989	0	0
4955	148.0019989	0	0
4956	148.0019989	0	0
4957	148.0019989	0	0
4958	148.0019989	0	0
4959	148.0019989	0	0
4960	148.0019989	0	0
4961	148.0019989	0	0
4962	148.0019989	0	0
4963	148.0019989	0	0
4964	148.0019989	0	0
4965	148.0019989	0	0
4966	148.0019989	0	0
4967	148.0019989	0	0
4968	148.0019989	0	0
4969	148.0019989	0	0
4970	148.0019989	0	0
4971	148.0019989	0	0
4972	148.0019989	0	0
4973	148.0019989	0	0
4974	148.0019989	0	0
4975	148.0019989	0	0
4976	148.0019989	0	0
4977	148.0019989	0	0
4978	148.0019989	0	0
4979	148.0019989	0	0
4980	148.0019989	0	0
4981	148.0019989	0	0
4982	148.0019989	0	0
4983	148.0019989	0	0
4984	148.0019989	0	0
4985	148.0019989	0	0
4986	148.0019989	0	0
4987	148.0019989	0	0
4988	148.0019989	0	0
4989	148.0019989	0	0
4990	148.0019989	0	0
4991	148.0019989	0	0
4992	148.0019989	0	0
4993	148.0019989	0	0
4994	148.0019989	0	0
4995	148.0019989	0	0
4996	148.0019989	0	0
4997	148.0019989	0	0
4998	148.0019989	0	0
4999	148.0019989	0	0
5000	148.0019989	0	0
5001	148.0019989	0	0
5002	148.0019989	0	0
5003	148.0019989	0	0
5004	148.0019989	0	0
5005	148.0019989	0	0
5006	148.0019989	0	0
5007	148.0019989	0	0
5008	148.0019989	0	0
5009	148.0019989	0	0
5010	148.0019989	0	0
5011	148.0019989	0	0
5012	148.0019989	0	0
5013	148.0019989	0	0
5014	148.0019989	0	0
5271	148.0019989	0	0
5272	148.0019989	0	0
5273	148.0019989	0	0
5274	148.0019989	0	0
5275	148.0019989	0	0
5276	148.0019989	0	0
5277	148.0019989	0	0
5278	148.0019989	0	0
5279	148.0019989	0	0
5280	148.0019989	0	0
5281	148.0019989	0	0
5282	148.0019989	0	0
5283	148.0019989	0	0
5284	148.0019989	0	0
5285	148.0019989	0	0
5286	148.0019989	0	0
5287	148.0019989	0	0
5288	148.0019989	0	0
5289	148.0019989	0	0
5290	148.0019989	0	0
5291	148.0019989	0	0
5292	148.0019989	0	0
5293	148.0019989	0	0
5294	148.0019989	0	0
5295	148.0019989	0	0
5296	148.0019989	0	0
5297	148.0019989	0	0
5298	148.0019989	0	0
5299	148.0019989	0	0
5300	148.0019989	0	0
5301	148.0019989	0	0
5302	148.0019989	0	0
5303	148.0019989	0	0
5304	148.0019989	0	0
5305	148.0019989	0	0
5306	148.0019989	0	0
5307	148.0019989	0	0
5308	148.0019989	0	0
5309	148.0019989	0	0
5310	148.0019989	0	0
5311	148.0019989	0	0
5312	148.0019989	0	0
5313	148.0019989	0	0
5314	148.0019989	0	0
5315	148.0019989	0	0
5316	148.0019989	0	0
5317	148.0019989	0	0
5318	148.0019989	0	0
5319	148.0019989	0	0
5320	148.0019989	0	0
5321	148.0019989	0	0
5322	148.0019989	0	0
5323	147.9692383	0	0
5324	147.8937225	0	0
5325	147.616333	0	0
5326	147.3005066	0	0
5327	146.8388214	0	0
5328	146.4510346	0	0
5329	146.168335	0	0
5330	146.1296539	0	0
5331	146.1312103	0	0
5332	146.1128693	0	0
5333	146.0914002	0	0
5334	146.1043549	0	0
5335	146.4849243	0	0
5336	147.2629547	0	0
5337	147.8838959	0	0
5338	147.5120544	0	0
5339	147.4733276	0	0
5340	147.0963287	0	0
5341	146.8503723	0	0
5342	146.6317596	0	0
5343	146.3209839	0	0
5344	146.2255554	0	0
5345	146.0931854	0	0
5346	146.3212433	0	0
5347	147.2633209	0	0
5348	148.0019989	0	0
5349	148.0019989	0	0
5350	148.0019989	0	0
5351	148.0019989	0	0
5352	148.0019989	0	0
5353	148.0019989	0	0
5354	148.0019989	0	0
5355	148.0019989	0	0
5356	148.0019989	0	0
5357	148.0019989	0	0
5358	148.0019989	0	0
5359	148.0019989	0	0
5360	148.0019989	0	0
5361	148.0019989	0	0
5362	148.0019989	0	0
5363	148.0019989	0	0
5364	148.0019989	0	0
5365	148.0019989	0	0
5366	148.0019989	0	0
5367	148.0019989	0	0
5368	148.0019989	0	0
5369	148.0019989	0	0
5370	148.0019989	0	0
5371	148.0019989	0	0
5372	148.0019989	0	0
5373	148.0019989	0	0
5374	148.0019989	0	0
5375	148.0019989	0	0
5376	148.0019989	0	0
5377	148.0019989	0	0
5378	148.0019989	0	0
5379	148.0019989	0	0
5380	148.0019989	0	0
5381	148.0019989	0	0
5382	148.0019989	0	0
5383	148.0019989	0	0
5384	148.0019989	0	0
5385	148.0019989	0	0
5386	148.0019989	0	0
5387	148.0019989	0	0
5388	148.0019989	0	0
5389	148.0019989	0	0
5390	148.0019989	0	0
5391	148.0019989	0	0
5392	148.0019989	0	0
5393	148.0019989	0	0
5394	148.0019989	0	0
5395	148.0019989	0	0
5396	148.0019989	0	0
5397	148.0019989	0	0
5398	148.0019989	0	0
5399	148.0019989	0	0
5400	148.0019989	0	0
5401	148.0019989	0	0
5402	148.0019989	0	0
5403	148.0019989	0	0
5404	148.0019989	0	0
5405	148.0019989	0	0
5406	148.0019989	0	0
5407	148.0019989	0	0
5408	148.0019989	0	0
5409	148.0019989	0	0
5410	148.0019989	0	0
5411	148.0019989	0	0
5412	148.0019989	0	0
5413	148.0019989	0	0
5414	148.0019989	0	0
5415	148.0019989	0	0
5416	148.0019989	0	0
5417	148.0019989	0	0
5418	148.0019989	0	0
5419	148.0019989	0	0
5420	148.0019989	0	0
5421	148.0019989	0	0
5422	148.0019989	0	0
5423	148.0019989	0	0
5424	148.0019989	0	0
5425	148.0019989	0	0
5426	148.0019989	0	0
5427	148.0019989	0	0
5428	148.0019989	0	0
5429	148.0019989	0	0
5430	148.0019989	0	0
5431	148.0019989	0	0
5432	148.0019989	0	0
5433	148.0019989	0	0
5434	148.0019989	0	0
5435	148.0019989	0	0
5436	148.0019989	0	0
5437	148.0019989	0	0
5438	148.0019989	0	0
5439	148.0019989	0	0
5440	148.0019989	0	0
5441	148.0019989	0	0
5442	148.0019989	0	0
5443	148.0019989	0	0
5444	148.0019989	0	0
5445	148.0019989	0	0
5446	148.0019989	0	0
5447	148.0019989	0	0
5448	148.0019989	0	0
5449	148.0019989	0	0
5450	148.0019989	0	0
5451	148.0019989	0	0
5452	148.0019989	0	0
5697	148.0019989	0	0
5698	148.0019989	0	0
5699	148.0019989	0	0
5700	148.0019989	0	0
5701	148.0019989	0	0
5702	148.0019989	0	0
5703	148.0019989	0	0
5704	148.0019989	0	0
5705	148.0019989	0	0
5706	148.0019989	0	0
5707	148.0019989	0	0
5708	148.0019989	0	0
5709	148.0019989	0	0
5710	148.0019989	0	0
5711	148.0019989	0	0
5712	148.0019989	0	0
5713	148.0019989	0	0
5714	148.0019989	0	0
5715	148.0019989	0	0
5716	148.0019989	0	0
5717	148.0019989	0	0
5718	148.0019989	0	0
5719	148.0019989	0	0
5720	148.0019989	0	0
5721	148.0019989	0	0
5722	148.0019989	0	0
5723	148.0019989	0	0
5724	148.0019989	0	0
5725	148.0019989	0	0
5726	148.0019989	0	0
5727	148.0019989	0	0
5728	148.0019989	0	0
5729	148.0019989	0	0
5730	148.0019989	0	0
5731	148.0019989	0	0
5732	148.0019989	0	0
5733	148.0019989	0	0
5734	148.0019989	0	0
5735	148.0019989	0	0
5736	148.0019989	0	0
5737	148.0019989	0	0
5738	148.0019989	0	0
5739	148.0019989	0	0
5740	148.0019989	0	0
5741	148.0019989	0	0
5742	148.0019989	0	0
5743	148.0019989	0	0
5744	148.0019989	0	0
5745	148.0019989	0	0
5746	148.0019989	0	0
5747	148.0019989	0	0
5748	148.0019989	0	0
5749	148.0019989	0	0
5750	148.0019989	0	0
5751	148.0012054	0	0
5752	147.8029785	0	0
5753	147.588974	0	0
5754	147.2015076	0	0
5755	146.8085327	0	0
5756	146.3896484	0	0
5757	146.2684937	0	0
5758	146.1285706	0	0
5759	146.1290588	0	0
5760	146.1278839	0	0
5761	146.1264496	0	0
5762	146.1273499	0	0
5763	146.0947113	0	0
5764	146.0037842	0	0
5765	145.9485779	0	0
5766	145.9969635	0	0
5767	146.0893249	0	0
5768	146.3239594	0	0
5769	146.1954651	0	0
5770	146.2080536	0	0
5771	145.80336	0	0
5772	145.8966675	0	0
5773	145.8009949	0	0
5774	145.7988739	0	0
5775	145.7924194	0	0
5776	145.7848053	0	0
5777	145.7881012	0	0
5778	146.0788879	0	0
5779	147.083786	0	0
5780	148.0016785	0	0
5781	147.9956207	0	0
5782	148.0019989	0	0
5783	147.9955292	0	0
5784	148.0019989	0	0
5785	148.0019989	0	0
5786	148.0019989	0	0
5787	148.0019989	0	0
5788	148.0019989	0	0
5789	148.0019989	0	0
5790	148.0019989	0	0
5791	148.0019989	0	0
5792	148.0019989	0	0
5793	148.0019989	0	0
5794	148.0019989	0	0
5795	148.0019989	0	0
5796	148.0019989	0	0
5797	148.0019989	0	0
5798	148.0019989	0	0
5799	148.0019989	0	0
5800	148.0019989	0	0
5801	148.0019989	0	0
5802	148.0019989	0	0
5803	148.0019989	0	0
5804	148.0019989	0	0
5805	148.0019989	0	0
5806	148.0019989	0	0
5807	148.0019989	0	0
5808	148.0019989	0	0
5809	148.0019989	0	0
5810	148.0019989	0	0
5811	148.0019989	0	0
5812	148.0019989	0	0
5813	148.0019989	0	0
5814	148.0019989	0	0
5815	148.0019989	0	0
5816	148.0019989	0	0
5817	148.0019989	0	0
5818	148.0019989	0	0
5819	148.0019989	0	0
5820	148.0019989	0	0
5821	148.0019989	0	0
5822	148.0019989	0	0
5823	148.0019989	0	0
5824	148.0019989	0	0
5825	148.0019989	0	0
5826	148.0019989	0	0
5827	148.0019989	0	0
5828	148.0019989	0	0
5829	148.0019989	0	0
5830	148.0019989	0	0
5831	148.0019989	0	0
5832	148.0019989	0	0
5833	148.0019989	0	0
5834	148.0019989	0	0
5835	148.0019989	0	0
5836	148.0019989	0	0
5837	148.0019989	0	0
5838	148.0019989	0	0
5839	148.0019989	0	0
5840	148.0019989	0	0
5841	148.0019989	0	0
5842	148.0019989	0	0
5843	148.0019989	0	0
5844	148.0019989	0	0
5845	148.0019989	0	0
5846	148.0019989	0	0
5847	148.0019989	0	0
5848	148.0019989	0	0
5849	148.0019989	0	0
5850	148.0019989	0	0
5851	148.0019989	0	0
5852	148.0019989	0	0
5853	148.0019989	0	0
5854	148.0019989	0	0
5855	148.0019989	0	0
5856	148.0019989	0	0
5857	148.0019989	0	0
5858	148.0019989	0	0
5859	148.0019989	0	0
5860	148.0019989	0	0
5861	148.0019989	0	0
5862	148.0019989	0	0
5863	148.0019989	0	0
5864	148.0019989	0	0
5865	148.0019989	0	0
5866	148.0019989	0	0
5867	148.0019989	0	0
5868	148.0019989	0	0
5869	148.0019989	0	0
5870	148.0019989	0	0
5871	148.0019989	0	0
5872	148.0019989	0	0
5873	148.0019989	0	0
5874	148.0019989	0	0
5875	148.0019989	0	0
5876	148.0019989	0	0
5877	148.0019989	0	0
5878	148.0019989	0	0
5879	148.0019989	0	0
5880	148.0019989	0	0
5881	148.0019989	0	0
5882	148.0019989	0	0
5883	148.0019989	0	0
5884	148.0019989	0	0
5885	148.0019989	0	0
5886	148.0019989	0	0
5887	148.0019989	0	0
5888	148.0019989	0	0
5889	148.0019989	0	0
5890	148.0019989	0	0
5891	148.0019989	0	0
6123	148.0019989	0	0
6124	148.0019989	0	0
6125	148.0019989	0	0
6126	148.0019989	0	0
6127	148.0019989	0	0
6128	148.0019989	0	0
6129	148.0019989	0	0
6130	148.0019989	0	0
6131	148.0019989	0	0
6132	148.0019989	0	0
6133	148.0019989	0	0
6134	148.0019989	0	0
6135	148.0019989	0	0
6136	148.0019989	0	0
6137	148.0019989	0	0
6138	148.0019989	0	0
6139	148.0019989	0	0
6140	148.0019989	0	0
6141	148.0019989	0	0
6142	148.0019989	0	0
6143	148.0019989	0	0
6144	148.0019989	0	0
6145	148.0019989	0	0
6146	148.0019989	0	0
6147	148.0019989	0	0
6148	148.0019989	0	0
6149	148.0019989	0	0
6150	148.0019989	0	0
6151	148.0019989	0	0
6152	148.0019989	0	0
6153	148.0019989	0	0
6154	148.0019989	0	0
6155	148.0019989	0	0
6156	148.0019989	0	0
6157	148.0019989	0	0
6158	148.0019989	0	0
6159	148.0019989	0	0
6160	148.0019989	0	0
6161	148.0019989	0	0
6162	148.0019989	0	0
6163	148.0019989	0	0
6164	148.0019989	0	0
6165	148.0019989	0	0
6166	148.0019989	0	0
6167	148.0019989	0	0
6168	148.0019989	0	0
6169	148.0019989	0	0
6170	148.0019989	0	0
6171	148.0019989	0	0
6172	148.0019989	0	0
6173	148.0019989	0	0
6174	147.9066773	0	0
6175	147.8340912	0	0
6176	147.5194702	0	0
6177	147.5286713	0	0
6178	147.9688568	0	0
6179	147.869812	0	0
6180	147.8407745	0	0
6181	147.5153961	0	0
6182	147.1125946	0	0
6183	146.7148743	0	0
6184	146.4170227	0	0
6185	146.1903229	0	0
6186	146.128067	0	0
6187	146.1268158	0	0
6188	146.1262817	0	0
6189	146.1261139	0	0
6190	146.1260071	0	0
6191	146.1260071	0	0
6192	146.1260071	0	0
6193	146.106247	0	0
6194	146.0895844	0	0
6195	145.975769	0	0
6196	145.9129334	0	0
6197	145.8777771	0	0
6198	145.8756561	0	0
6199	145.8645172	0	0
6200	145.838913	0	0
6201	145.8132324	0	0
6202	145.8072662	0	0
6203	145.8010101	0	0
6204	145.8009949	0	0
6205	145.8009949	0	0
6206	145.7661743	0	0
6207	145.6872711	0	0
6208	145.64534	0	0
6209	145.7206574	0	0
6210	145.9193726	0	0
6211	146.5864716	0	0
6212	147.3983612	0	0
6213	147.1191711	0	0
6214	147.0283051	0	0
6215	147.3636017	0	0
6216	147.8384399	0	0
6217	147.9871063	0	0
6218	147.9912872	0	0
6219	147.9970551	0	0
6220	147.9944611	0	0
6221	148.0019989	0	0
6222	148.0019989	0	0
6223	148.0019989	0	0
6224	148.0019989	0	0
6225	148.0019989	0	0
6226	148.0019989	0	0
6227	148.0019989	0	0
6228	148.0019989	0	0
6229	148.0019989	0	0
6230	148.0019989	0	0
6231	148.0019989	0	0
6232	148.0019989	0	0
6233	148.0019989	0	0
6234	148.0019989	0	0
6235	148.0019989	0	0
6236	148.0019989	0	0
6237	148.0019989	0	0
6238	148.0019989	0	0
6239	148.0019989	0	0
6240	148.0019989	0	0
6241	148.0019989	0	0
6242	148.0019989	0	0
6243	148.0019989	0	0
6244	148.0019989	0	0
6245	148.0019989	0	0
6246	148.0019989	0	0
6247	148.0019989	0	0
6248	148.0019989	0	0
6249	148.0019989	0	0
6250	148.0019989	0	0
6251	148.0019989	0	0
6252	148.0019989	0	0
6253	148.0019989	0	0
6254	148.0019989	0	0
6255	148.0019989	0	0
6256	148.0019989	0	0
6257	148.0019989	0	0
6258	148.0019989	0	0
6259	148.0019989	0	0
6260	148.0019989	0	0
6261	148.0019989	0	0
6262	148.0019989	0	0
6263	148.0019989	0	0
6264	148.0019989	0	0
6265	148.0019989	0	0
6266	148.0019989	0	0
6267	148.0019989	0	0
6268	148.0019989	0	0
6269	148.0019989	0	0
6270	148.0019989	0	0
6271	148.0019989	0	0
6272	148.0019989	0	0
6273	148.0019989	0	0
6274	148.0019989	0	0
6275	148.0019989	0	0
6276	148.0019989	0	0
6277	148.0019989	0	0
6278	148.0019989	0	0
6279	148.0019989	0	0
6280	148.0019989	0	0
6281	148.0019989	0	0
6282	148.0019989	0	0
6283	148.0019989	0	0
6284	148.0019989	0	0
6285	148.0019989	0	0
6286	148.0019989	0	0
6287	148.0019989	0	0
6288	148.0019989	0	0
6289	148.0019989	0	0
6290	148.0019989	0	0
6291	148.0019989	0	0
6292	148.0019989	0	0
6293	148.0019989	0	0
6294	148.0019989	0	0
6295	148.0019989	0	0
6296	148.0019989	0	0
6297	148.0019989	0	0
6298	148.0019989	0	0
6299	148.0019989	0	0
6300	148.0019989	0	0
6301	148.0019989	0	0
6302	148.0019989	0	0
6303	148.0019989	0	0
6304	148.0019989	0	0
6305	148.0019989	0	0
6306	148.0019989	0	0
6307	148.0019989	0	0
6308	148.0019989	0	0
6309	148.0019989	0	0
6310	148.0019989	0	0
6311	148.0019989	0	0
6312	148.0019989	0	0
6313	148.0019989	0	0
6314	148.0019989	0	0
6315	148.0019989	0	0
6316	148.0019989	0	0
6317	148.0019989	0	0
6318	148.0019989	0	0
6319	148.0019989	0	0
6320	148.0019989	0	0
6321	148.0019989	0	0
6322	148.0019989	0	0
6323	148.0019989	0	0
6324	148.0019989	0	0
6325	148.0019989	0	0
6326	148.0019989	0	0
6327	148.0019989	0	0
6328	148.0019989	0	0
6329	148.0019989	0	0
6550	148.0019989	0	0
6551	148.0019989	0	0
6552	148.0019989	0	0
6553	148.0019989	0	0
6554	148.0019989	0	0
6555	148.0019989	0	0
6556	148.0019989	0	0
6557	148.0019989	0	0
6558	148.0019989	0	0
6559	148.0019989	0	0
6560	148.0019989	0	0
6561	148.0019989	0	0
6562	148.0019989	0	0
6563	148.0019989	0	0
6564	148.0019989	0	0
6565	148.0019989	0	0
6566	148.0019989	0	0
6567	148.0019989	0	0
6568	148.0019989	0	0
6569	148.0019989	0	0
6570	148.0019989	0	0
6571	148.0019989	0	0
6572	148.0019989	0	0
6573	148.0019989	0	0
6574	148.0019989	0	0
6575	148.0019989	0	0
6576	148.0019989	0	0
6577	148.0019989	0	0
6578	148.0019989	0	0
6579	148.0019989	0	0
6580	148.0019989	0	0
6581	148.0019989	0	0
6582	148.0019989	0	0
6583	148.0019989	0	0
6584	148.0019989	0	0
6585	148.0019989	0	0
6586	148.0019989	0	0
6587	148.0019989	0	0
6588	148.0019989	0	0
6589	148.0019989	0	0
6590	148.0019989	0	0
6591	148.0019989	0	0
6592	148.0019989	0	0
6593	148.0019989	0	0
6594	148.0019989	0	0
6595	148.0019989	0	0
6596	148.0019989	0	0
6597	148.0019989	0	0
6598	148.0019989	0	0
6599	148.0019989	0	0
6600	147.9914246	0	0
6601	147.887497	0	0
6602	147.9719238	0	0
6603	147.7152252	0	0
6604	147.1509399	0	0
6605	146.8258362	0	0
6606	146.523407	0	0
6607	146.1552582	0	0
6608	146.185318	0	0
6609	146.383316	0	0
6610	146.7460175	0	0
6611	146.5502014	0	0
6612	146.1895905	0	0
6613	146.2092743	0	0
6614	146.1284332	0	0
6615	146.1286469	0	0
6616	146.1284943	0	0
6617	146.127945	0	0
6618	146.1271973	0	0
6619	146.1263886	0	0
6620	146.1259918	0	0
6621	146.1253204	0	0
6622	146.1257477	0	0
6623	146.1260071	0	0
6624	146.1259918	0	0
6625	146.0304718	0	0
6626	145.9103851	0	0
6627	145.8750763	0	0
6628	145.8439484	0	0
6629	145.8037872	0	0
6630	145.8090515	0	0
6631	145.8009949	0	0
6632	145.8010407	0	0
6633	145.8009949	0	0
6634	145.7979889	0	0
6635	145.7905731	0	0
6636	145.7835083	0	0
6637	145.7819977	0	0
6638	145.7233429	0	0
6639	145.5878906	0	0
6640	145.4898071	0	0
6641	145.6351624	0	0
6642	145.7404938	0	0
6643	145.8334656	0	0
6644	145.7680969	0	0
6645	145.9192963	0	0
6646	145.7946014	0	0
6647	146.3102875	0	0
6648	146.8320313	0	0
6649	146.9551392	0	0
6650	146.8870697	0	0
6651	147.1453095	0	0
6652	147.6404572	0	0
6653	148.0018768	0	0
6654	147.9741974	0	0
6655	148.0019989	0	0
6656	148.0019989	0	0
6657	148.0019989	0	0
6658	148.0019989	0	0
6659	148.0019989	0	0
6660	148.0019989	0	0
6661	148.0019989	0	0
6662	148.0019989	0	0
6663	148.0019989	0	0
6664	148.0019989	0	0
6665	148.0019989	0	0
6666	148.0019989	0	0
6667	148.0019989	0	0
6668	148.0019989	0	0
6669	148.0019989	0	0
6670	148.0019989	0	0
6671	148.0019989	0	0
6672	148.0019989	0	0
6673	148.0019989	0	0
6674	148.0019989	0	0
6675	148.0019989	0	0
6676	148.0019989	0	0
6677	148.0019989	0	0
6678	148.0019989	0	0
6679	148.0019989	0	0
6680	148.0019989	0	0
6681	148.0019989	0	0
6682	148.0019989	0	0
6683	148.0019989	0	0
6684	148.0019989	0	0
6685	148.0019989	0	0
6686	148.0019989	0	0
6687	148.0019989	0	0
6688	148.0019989	0	0
6689	148.0019989	0	0
6690	148.0019989	0	0
6691	148.0019989	0	0
6692	148.0019989	0	0
6693	148.0019989	0	0
6694	148.0019989	0	0
6695	148.0019989	0	0
6696	148.0019989	0	0
6697	148.0019989	0	0
6698	148.0019989	0	0
6699	148.0019989	0	0
6700	148.0019989	0	0
6701	148.0019989	0	0
6702	148.0019989	0	0
6703	148.0019989	0	0
6704	148.0019989	0	0
6705	148.0019989	0	0
6706	148.0019989	0	0
6707	148.0019989	0	0
6708	148.0019989	0	0
6709	148.0019989	0	0
6710	148.0019989	0	0
6711	148.0019989	0	0
6712	148.0019989	0	0
6713	148.0019989	0	0
6714	148.0019989	0	0
6715	148.0019989	0	0
6716	148.0019989	0	0
6717	148.0019989	0	0
6718	148.0019989	0	0
6719	148.0019989	0	0
6720	148.0019989	0	0
6721	148.0019989	0	0
6722	148.0019989	0	0
6723	148.0019989	0	0
6724	148.0019989	0	0
6725	148.0019989	0	0
6726	148.0019989	0	0
6727	148.0019989	0	0
6728	148.0019989	0	0
6729	148.0019989	0	0
6730	148.0019989	0	0
6731	148.0019989	0	0
6732	148.0019989	0	0
6733	148.0019989	0	0
6734	148.0019989	0	0
6735	148.0019989	0	0
6736	148.0019989	0	0
6737	148.0019989	0	0
6738	148.0019989	0	0
6739	148.0019989	0	0
6740	148.0019989	0	0
6741	148.0019989	0	0
6742	148.0019989	0	0
6743	148.0019989	0	0
6744	148.0019989	0	0
6745	148.0019989	0	0
6746	148.0019989	0	0
6747	148.0019989	0	0
6748	148.0019989	0	0
6749	148.0019989	0	0
6750	148.0019989	0	0
6751	148.0019989	0	0
6752	148.0019989	0	0
6753	148.0019989	0	0
6754	148.0019989	0	0
6755	148.0019989	0	0
6756	148.0019989	0	0
6757	148.0019989	0	0
6758	148.0019989	0	0
6759	148.0019989	0	0
6760	148.0019989	0	0
6761	148.0019989	0	0
6762	148.0019989	0	0
6763	148.0019989	0	0
6764	148.0019989	0	0
6765	148.0019989	0	0
6766	148.0019989	0	0
6767	148.0019989	0	0
6976	148.0019989	0	0
6977	148.0019989	0	0
6978	148.0019989	0	0
6979	148.0019989	0	0
6980	148.0019989	0	0
6981	148.0019989	0	0
6982	148.0019989	0	0
6983	148.0019989	0	0
6984	148.0019989	0	0
6985	148.0019989	0	0
6986	148.0019989	0	0
6987	148.0019989	0	0
6988	148.0019989	0	0
6989	148.0019989	0	0
